42,SMITHFIELD NORTH,Smithfield North,53.349562,-6.278198,Dublin
30,PARNELL SQUARE NORTH,Parnell Square North,53.353462,-6.265305,Dublin
54,CLONMEL STREET,Clonmel Street,53.336021,-6.26298,Dublin
56,MOUNT STREET LOWER,Mount Street Lower,53.33796,-6.24153,Dublin
6,CHRISTCHURCH PLACE,Christchurch Place,53.343368,-6.27012,Dublin
18,GRANTHAM STREET,Grantham Street,53.334123,-6.265436,Dublin
32,PEARSE STREET,Pearse Street,53.344304,-6.250427,Dublin
52,YORK STREET EAST,York Street East,53.338755,-6.262003,Dublin
48,EXCISE WALK,Excise Walk,53.347777,-6.244239,Dublin
13,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,53.336074,-6.252825,Dublin
43,PORTOBELLO ROAD,Portobello Road,53.330091,-6.268044,Dublin
81,ST. JAMES HOSPITAL (CENTRAL),St. James Hospital (Central),53.339983,-6.295594,Dublin
31,PARNELL STREET,Parnell Street,53.350929,-6.265125,Dublin
98,FREDERICK STREET SOUTH,Frederick Street South,53.341515,-6.256853,Dublin
14,FOWNES STREET UPPER,Fownes Street Upper,53.344603,-6.263371,Dublin
1,CLARENDON ROW,Clarendon Row,53.340927,-6.262501,Dublin
23,CUSTOM HOUSE,Custom House,53.348279,-6.254662,Dublin
68,HANOVER QUAY,Hanover Quay,53.344115,-6.237153,Dublin
74,OLIVER BOND STREET,Oliver Bond Street,53.343893,-6.280531,Dublin
87,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,53.347477,-6.28525,Dublin
84,BROOKFIELD ROAD,Brookfield Road,53.339005,-6.300217,Dublin
90,BENSON STREET,Benson Street,53.344153,-6.233451,Dublin
11,EARLSFORT TERRACE,Earlsfort Terrace,53.334019,-6.258371,Dublin
17,GOLDEN LANE,Golden Lane,53.340803,-6.267732,Dublin
45,DEVERELL PLACE,Deverell Place,53.351464,-6.255265,Dublin
72,JOHN STREET WEST,John Street West,53.343105,-6.277167,Dublin
63,FENIAN STREET,Fenian Street,53.341428,-6.24672,Dublin
91,SOUTH DOCK ROAD,South Dock Road,53.341833,-6.231291,Dublin
99,CITY QUAY,City Quay,53.346637,-6.246154,Dublin
9,EXCHEQUER STREET,Exchequer Street,53.343034,-6.263578,Dublin
67,THE POINT,The Point,53.346867,-6.230852,Dublin
55,HATCH STREET,Hatch Street,53.33403,-6.260714,Dublin
62,LIME STREET,Lime Street,53.346026,-6.243576,Dublin
5,CHARLEMONT PLACE,Charlemont Street,53.330662,-6.260177,Dublin
97,KILMAINHAM GAOL,Kilmainham Gaol,53.342113,-6.310015,Dublin
61,HARDWICKE PLACE,Hardwicke Place,53.357043,-6.263232,Dublin
77,WOLFE TONE STREET,Wolfe Tone Street,53.348875,-6.267459,Dublin
73,FRANCIS STREET,Francis Street,53.342081,-6.275233,Dublin
4,GREEK STREET,Greek Street,53.346874,-6.272976,Dublin
49,GUILD STREET,Guild Street,53.347932,-6.240928,Dublin
19,HERBERT PLACE,Herbert Place,53.334432,-6.245575,Dublin
7,HIGH STREET,High Street,53.343565,-6.275071,Dublin
60,NORTH CIRCULAR ROAD,North Circular Road,53.359624,-6.260348,Dublin
102,WESTERN WAY,Western Way,53.354929,-6.269425,Dublin
38,TALBOT STREET,Talbot Street,53.350974,-6.25294,Dublin
53,NEWMAN HOUSE,Newman House,53.337132,-6.26059,Dublin
58,SIR PATRICK DUN'S,Sir Patrick's Dun,53.339218,-6.240642,Dublin
66,NEW CENTRAL BANK,New Central Bank,53.347122,-6.234749,Dublin
104,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),53.355173,-6.278424,Dublin
101,KING STREET NORTH,King Street North,53.350291,-6.273507,Dublin
47,HERBERT STREET,Herbert Street,53.335742,-6.24551,Dublin
8,CUSTOM HOUSE QUAY,Custom House Quay,53.347884,-6.248048,Dublin
27,MOLESWORTH STREET,Molesworth Street,53.341288,-6.258117,Dublin
16,GEORGES QUAY,Georges Quay,53.347508,-6.252192,Dublin
96,KILMAINHAM LANE,Kilmainham Lane,53.341805,-6.305085,Dublin
82,MOUNT BROWN,Mount Brown,53.341645,-6.29719,Dublin
76,MARKET STREET SOUTH,Market Street South,53.342296,-6.287661,Dublin
71,KEVIN STREET,Kevin Street,53.337757,-6.267699,Dublin
79,ECCLES STREET EAST,Eccles Street East,53.358115,-6.265601,Dublin
69,GRAND CANAL DOCK,Grand Canal Dock,53.342638,-6.238695,Dublin
25,MERRION SQUARE EAST,Merrion Square East,53.339434,-6.246548,Dublin
51,YORK STREET WEST,York Street West,53.339334,-6.264699,Dublin
37,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,53.337494,-6.26199,Dublin
59,DENMARK STREET GREAT,Denmark Street Great,53.35561,-6.261397,Dublin
95,ROYAL HOSPITAL,Royal Hospital,53.343897,-6.29706,Dublin
94,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),53.346985,-6.297804,Dublin
105,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),53.355954,-6.278378,Dublin
36,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,53.337824,-6.256035,Dublin
93,HEUSTON STATION (CENTRAL),Heuston Station (Central),53.346603,-6.296924,Dublin
22,TOWNSEND STREET,Townsend Street,53.345922,-6.254614,Dublin
50,GEORGES LANE,George's Lane,53.35023,-6.279696,Dublin
12,ECCLES STREET,Eccles Street,53.359246,-6.269779,Dublin
34,PORTOBELLO HARBOUR,Portobello Harbour,53.330362,-6.265163,Dublin
78,MATER HOSPITAL,Mater Hospital,53.359967,-6.264828,Dublin
2,BLESSINGTON STREET,Blessington Street,53.356769,-6.26814,Dublin
75,JAMES STREET,James Street,53.343456,-6.287409,Dublin
26,MERRION SQUARE WEST,Merrion Square West,53.339764,-6.251988,Dublin
65,CONVENTION CENTRE,Convention Centre,53.34744,-6.238523,Dublin
15,HARDWICKE STREET,Hardwicke Street,53.355473,-6.264423,Dublin
86,PARKGATE STREET,Parkgate Street,53.347972,-6.291804,Dublin
35,SMITHFIELD,Smithfield,53.347692,-6.278214,Dublin
10,DAME STREET,Dame Street,53.344007,-6.266802,Dublin
100,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),53.347106,-6.292041,Dublin
24,CATHAL BRUGHA STREET,Cathal Brugha Street,53.352149,-6.260533,Dublin
64,SANDWITH STREET,Sandwith Street,53.345203,-6.247163,Dublin
85,ROTHE ABBEY,Rothe Abbey,53.338776,-6.30395,Dublin
33,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,53.349013,-6.260311,Dublin
44,UPPER SHERRARD STREET,Upper Sherrard Street,53.358437,-6.260641,Dublin
89,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,53.335211,-6.2509,Dublin
57,GRATTAN STREET,Grattan Street,53.339629,-6.243778,Dublin
80,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),53.341359,-6.292951,Dublin
41,HARCOURT TERRACE,Harcourt Terrace,53.332763,-6.257942,Dublin
3,BOLTON STREET,Bolton Street,53.351182,-6.269859,Dublin
46,STRAND STREET GREAT,Strand Street Great,53.347082,-6.264192,Dublin
40,JERVIS STREET,Jervis Street,53.3483,-6.266651,Dublin
29,ORMOND QUAY UPPER,Ormond Quay Upper,53.346057,-6.268001,Dublin
70,BARROW STREET,Barrow Street,53.341655,-6.236198,Dublin
103,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),53.354663,-6.278681,Dublin
28,MOUNTJOY SQUARE WEST,Mountjoy Square West,53.356299,-6.258586,Dublin
39,WILTON TERRACE,Wilton Terrace,53.332383,-6.252717,Dublin
83,EMMET ROAD,Emmet Road,53.340714,-6.308191,Dublin
92,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),53.347802,-6.292432,Dublin
21,LEINSTER STREET SOUTH,Leinster Street South,53.34218,-6.254485,Dublin
88,BLACKHALL PLACE,Blackhall Place,53.3488,-6.281637,Dublin
